 Format                 IAGA-2002                                    |
 Source of Data         Geological Survey of Canada (GSC)            |
 Station Name           St Johns                                     |
 IAGA CODE              STJ                                          |
 Geodetic Latitude      47.595                                       |
 Geodetic Longitude     307.323                                      |
 Elevation              100                                          |
 Reported               XYZF                                         |
 Sensor Orientation     XYZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 #                                                                   |
 # CONDITIONS OF USE: The use of this data in publications           |
 # is conditional on an acknowledgement of the form:                 |
 # The results presented in this paper rely on the data collected at |
 # St Johns.  We thank the Geological Survey of Canada for           |
 # supporting its operation.                                         |
 #                                                                   |
DATE       TIME         DOY     STJX      STJY      STJZ      STJF   | 
1989-03-13 04:35:00.000 072     17022.00  -7452.00  49241.00  52631.60
1989-03-13 04:36:00.000 072     17026.00  -7451.00  49257.00  52647.70
1989-03-13 04:37:00.000 072     17017.00  -7434.00  49241.00  52626.20
1989-03-13 04:38:00.000 072     17026.00  -7427.00  49243.00  52631.20
1989-03-13 04:39:00.000 072     17041.00  -7427.00  49252.00  52644.50
1989-03-13 04:40:00.000 072     17043.00  -7416.00  49245.00  52637.10
1989-03-13 04:41:00.000 072     17053.00  -7417.00  49248.00  52643.30
1989-03-13 04:42:00.000 072     17058.00  -7418.00  49249.00  52646.00
1989-03-13 04:43:00.000 072     17051.00  -7407.00  49234.00  52628.10
1989-03-13 04:44:00.000 072     17055.00  -7404.00  49232.00  52627.10
1989-03-13 04:45:00.000 072     17075.00  -7407.00  49263.00  52663.00
1989-03-13 04:46:00.000 072     17093.00  -7412.00  49301.00  52705.10
1989-03-13 04:47:00.000 072     17097.00  -7411.00  49307.00  52712.10
1989-03-13 04:48:00.000 072     17100.00  -7407.00  49295.00  52702.20
1989-03-13 04:49:00.000 072     17110.00  -7406.00  49296.00  52705.10
1989-03-13 04:50:00.000 072     17115.00  -7408.00  49302.00  52712.70
1989-03-13 04:51:00.000 072     17106.00  -7406.00  49289.00  52697.30
1989-03-13 04:52:00.000 072     17098.00  -7401.00  49263.00  52669.70
1989-03-13 04:53:00.000 072     17101.00  -7404.00  49255.00  52664.20
1989-03-13 04:54:00.000 072     17101.00  -7403.00  49246.00  52655.10
1989-03-13 04:55:00.000 072     17097.00  -7400.00  49230.00  52638.40
1989-03-13 04:56:00.000 072     17093.00  -7400.00  49218.00  52625.90
1989-03-13 04:57:00.000 072     17088.00  -7396.00  49202.00  52609.00
1989-03-13 04:58:00.000 072     17089.00  -7395.00  49196.00  52603.10
1989-03-13 04:59:00.000 072     17094.00  -7398.00  49201.00  52610.00
1989-03-13 05:00:00.000 072     17095.00  -7400.00  49200.00  52609.40
1989-03-13 05:01:00.000 072     17093.00  -7398.00  49188.00  52596.90
1989-03-13 05:02:00.000 072     17091.00  -7399.00  49177.00  52585.70
1989-03-13 05:03:00.000 072     17089.00  -7398.00  49169.00  52578.40
1989-03-13 05:04:00.000 072     17087.00  -7399.00  49162.00  52571.30
1989-03-13 05:05:00.000 072     17084.00  -7399.00  49156.00  52565.20
1989-03-13 05:06:00.000 072     17082.00  -7401.00  49153.00  52560.70
1989-03-13 05:07:00.000 072     17081.00  -7401.00  49149.00  52557.80
